DateOfValuation,Size SqM,SqFt,PropertyType,NoOfFloors,ADDRESS,SCHEME,PRICE,YEAR,pricePerSqft,Seller
5/10/2019,77.02,829.00,Condominium/Apartment,12,""51-6-3 (C-6-3)",JLN 3/109C"ABADI INDAH APARTMENT,265000.00,2019,319.731551,null
14/01/2021,77.02,829.00,Condominium/Apartment,12,""9-8-7",JLN 3/109C"ABADI INDAH APARTMENT,270000.00,2021,325.7642217,null
14/01/2021,77.02,829.00,Condominium/Apartment,12,""9-8-7",JLN 3/109C"ABADI INDAH APARTMENT,270000.00,2021,325.7642217,null
7/10/2018,74.97,807.00,Condominium/Apartment,10,""9-12-10",JLN 3/109C"ABADI INDAH APARTMENT,265000.00,2018,328.2577257,null
7/10/2018,74.97,807.00,Condominium/Apartment,10,""9-12-10",JLN 3/109C"ABADI INDAH APARTMENT,265000.00,2018,328.2577257,null
5/6/2020,56.02,603.00,Condominium/Apartment,12,""F-9-15",JLN 2/109C"ABADI INDAH APARTMENT,199000.00,2020,330.1379081,null
5/6/2020,56.02,603.00,Condominium/Apartment,12,""F-9-15",JLN 2/109C"ABADI INDAH APARTMENT,199000.00,2020,330.1379081,null
26/07/2018,77.02,829.00,Condominium/Apartment,12,""9-9-4",JLN 3/109C"ABADI INDAH APARTMENT,275000.00,2018,331.7968925,null
26/07/2018,77.02,829.00,Condominium/Apartment,12,""9-9-4",JLN 3/109C"ABADI INDAH APARTMENT,275000.00,2018,331.7968925,null
4/4/2019,77.02,829.00,Condominium/Apartment,12,""51-8-9",JLN 3/109C"ABADI INDAH APARTMENT,275000.00,2019,331.7968925,null
4/4/2019,77.02,829.00,Condominium/Apartment,12,""51-8-9",JLN 3/109C"ABADI INDAH APARTMENT,275000.00,2019,331.7968925,null
13/11/2017,56.02,603.00,Condominium/Apartment,12,""F-4-9(P:B-4-9)",JLN 2/109C"ABADI INDAH APARTMENT,200000.00,2017,331.7968925,null
13/11/2017,56.02,603.00,Condominium/Apartment,12,""F-4-9(P:B-4-9)",JLN 2/109C"ABADI INDAH APARTMENT,200000.00,2017,331.7968925,null
30/03/2018,86.03,926.00,Condominium/Apartment,10,""53-5-5",JLN 3/109C"ABADI INDAH APARTMENT,310000.00,2018,334.8833752,null
30/03/2018,86.03,926.00,Condominium/Apartment,10,""53-5-5",JLN 3/109C"ABADI INDAH APARTMENT,310000.00,2018,334.8833752,null
5/9/2019,77.02,829.00,Condominium/Apartment,12,""7-5-12",JALAN 3/109C"ABADI INDAH APARTMENT,280000.00,2019,337.8295633,null
5/9/2019,77.02,829.00,Condominium/Apartment,12,""7-5-12",JALAN 3/109C"ABADI INDAH APARTMENT,280000.00,2019,337.8295633,null
22/10/2019,87.98,947.00,Condominium/Apartment,10,""55-6-2",JLN 3/109C"ABADI INDAH APARTMENT,320000.00,2019,337.8295633,null
22/10/2019,87.98,947.00,Condominium/Apartment,10,""55-6-2",JLN 3/109C"ABADI INDAH APARTMENT,320000.00,2019,337.8295633,null
19/03/2019,87.98,947.00,Condominium/Apartment,10,""55-9-1",JLN 3/109C"ABADI INDAH APARTMENT,320000.00,2019,337.8295633,null
19/03/2019,87.98,947.00,Condominium/Apartment,10,""55-9-1",JLN 3/109C"ABADI INDAH APARTMENT,320000.00,2019,337.8295633,null
20/08/2018,77.02,829.00,Condominium/Apartment,10,""7-10-6",JLN 3/109C"ABADI INDAH APARTMENT,280000.00,2018,337.8295633,null
20/08/2018,77.02,829.00,Condominium/Apartment,10,""7-10-6",JLN 3/109C"ABADI INDAH APARTMENT,280000.00,2018,337.8295633,null
3/10/2020,77.02,829.00,Condominium/Apartment,10,""9-9-8",JLN 3/109C"ABADI INDAH APARTMENT,280000.00,2020,337.8295633,null
3/10/2020,77.02,829.00,Condominium/Apartment,10,""9-9-8",JLN 3/109C"ABADI INDAH APARTMENT,280000.00,2020,337.8295633,null
13/08/2020,77.02,829.00,Condominium/Apartment,10,""51-4-14",JLN 3/109C"ABADI INDAH APARTMENT,280000.00,2020,337.8295633,null
13/08/2020,77.02,829.00,Condominium/Apartment,10,""51-4-14",JLN 3/109C"ABADI INDAH APARTMENT,280000.00,2020,337.8295633,null
23/02/2017,86.03,926.00,Condominium/Apartment,10,""53-5-9",JLN 3/109C"ABADI INDAH APARTMENT,315000.00,2017,340.28472,null
23/02/2017,86.03,926.00,Condominium/Apartment,10,""53-5-9",JLN 3/109C"ABADI INDAH APARTMENT,315000.00,2017,340.28472,null
22/07/2019,74.97,807.00,Condominium/Apartment,12,""7-11-10",JLN 3/109C"ABADI INDAH APARTMENT,275000.00,2019,340.6448097,null
22/07/2019,74.97,807.00,Condominium/Apartment,12,""7-11-10",JLN 3/109C"ABADI INDAH APARTMENT,275000.00,2019,340.6448097,null
23/09/2020,86.03,926.00,Condominium/Apartment,10,""55-5-9",JALAN 3/109C"ABADI INDAH APARTMENT,320000.00,2020,345.6860648,null
23/09/2020,86.03,926.00,Condominium/Apartment,10,""55-5-9",JALAN 3/109C"ABADI INDAH APARTMENT,320000.00,2020,345.6860648,null
23/06/2017,86.03,926.00,Condominium/Apartment,10,""55-6-4",JLN 3/109C"ABADI INDAH APARTMENT,322000.00,2017,347.8466027,null
23/06/2017,86.03,926.00,Condominium/Apartment,10,""55-6-4",JLN 3/109C"ABADI INDAH APARTMENT,322000.00,2017,347.8466027,null
6/7/2018,87.98,947.00,Condominium/Apartment,10,""55-5-12(P:E-5-12)",JLN 3/109C"ABADI INDAH APARTMENT,330000.00,2018,348.3867371,null
6/7/2018,87.98,947.00,Condominium/Apartment,10,""55-5-12(P:E-5-12)",JLN 3/109C"ABADI INDAH APARTMENT,330000.00,2018,348.3867371,null
10/5/2017,57.97,624.00,Condominium/Apartment,12,""A-7-6",JLN 2/109C"ABADI INDAH APARTMENT,220000.00,2017,352.3911824,null
10/5/2017,57.97,624.00,Condominium/Apartment,12,""A-7-6",JLN 2/109C"ABADI INDAH APARTMENT,220000.00,2017,352.3911824,null
8/7/2019,57.97,624.00,Condominium/Apartment,12,""A-6-4",JLN 2/109C"ABADI INDAH APARTMENT,220000.00,2019,352.3911824,null
8/7/2019,57.97,624.00,Condominium/Apartment,12,""A-6-4",JLN 2/109C"ABADI INDAH APARTMENT,220000.00,2019,352.3911824,null
14/05/2018,78.97,850.00,Condominium/Apartment,13,""7-10-15 (A-10-15)",JLN 3/109C"ABADI INDAH APARTMENT,300000.00,2018,352.7966958,null
14/05/2018,78.97,850.00,Condominium/Apartment,13,""7-10-15 (A-10-15)",JLN 3/109C"ABADI INDAH APARTMENT,300000.00,2018,352.7966958,null
8/1/2017,86.03,926.00,Condominium/Apartment,10,""55-9-8",JLN 3/109C"ABADI INDAH APARTMENT,330000.00,2017,356.4887543,null
8/1/2017,86.03,926.00,Condominium/Apartment,10,""55-9-8",JLN 3/109C"ABADI INDAH APARTMENT,330000.00,2017,356.4887543,null
25/10/2017,86.03,926.00,Condominium/Apartment,10,""55-5-8 (E-5-8)",JLN 3/109C"ABADI INDAH APARTMENT,330000.00,2017,356.4887543,null
25/10/2017,86.03,926.00,Condominium/Apartment,10,""55-5-8 (E-5-8)",JLN 3/109C"ABADI INDAH APARTMENT,330000.00,2017,356.4887543,null
21/11/2017,87.98,947.00,Condominium/Apartment,10,""55-8-2",JALAN 3/109C"ABADI INDAH APARTMENT,340000.00,2017,358.943911,null
21/11/2017,87.98,947.00,Condominium/Apartment,10,""55-8-2",JALAN 3/109C"ABADI INDAH APARTMENT,340000.00,2017,358.943911,null
8/11/2017,74.97,807.00,Condominium/Apartment,12,""51-2-5",JLN 3/109C"ABADI INDAH APARTMENT,290000.00,2017,359.2254356,null
8/11/2017,74.97,807.00,Condominium/Apartment,12,""51-2-5",JLN 3/109C"ABADI INDAH APARTMENT,290000.00,2017,359.2254356,null
4/9/2018,77.02,829.00,Condominium/Apartment,12,""9-7-6",JLN 3/109C"ABADI INDAH APARTMENT,300000.00,2018,361.9602464,null
4/9/2018,77.02,829.00,Condominium/Apartment,12,""9-7-6",JLN 3/109C"ABADI INDAH APARTMENT,300000.00,2018,361.9602464,null
28/11/2018,77.02,829.00,Condominium/Apartment,12,""9-10-7",JLN 3/109C"ABADI INDAH APARTMENT,300000.00,2018,361.9602464,null
28/11/2018,77.02,829.00,Condominium/Apartment,12,""9-10-7",JLN 3/109C"ABADI INDAH APARTMENT,300000.00,2018,361.9602464,null
26/08/2019,86.03,926.00,Condominium/Apartment,10,""55-4-3",JLN 3/109C"ABADI INDAH APARTMENT,340000.00,2019,367.2914438,null
26/08/2019,86.03,926.00,Condominium/Apartment,10,""55-4-3",JLN 3/109C"ABADI INDAH APARTMENT,340000.00,2019,367.2914438,null
20/06/2017,77.02,829.00,Condominium/Apartment,12,""7-7-9",JLN 3/109C"ABADI INDAH APARTMENT,305000.00,2017,367.9929172,null
20/06/2017,77.02,829.00,Condominium/Apartment,12,""7-7-9",JLN 3/109C"ABADI INDAH APARTMENT,305000.00,2017,367.9929172,null
29/03/2017,77.02,829.00,Condominium/Apartment,10,""7-6-5",JLN 3/109C"ABADI INDAH APARTMENT,305000.00,2017,367.9929172,null
29/03/2017,77.02,829.00,Condominium/Apartment,10,""7-6-5",JLN 3/109C"ABADI INDAH APARTMENT,305000.00,2017,367.9929172,null
4/10/2017,87.98,947.00,Condominium/Apartment,10,""53-9-11(P:D-9-11)",JALAN 3/109C"ABADI INDAH APARTMENT,350000.00,2017,369.5010849,null
4/10/2017,87.98,947.00,Condominium/Apartment,10,""53-9-11(P:D-9-11)",JALAN 3/109C"ABADI INDAH APARTMENT,350000.00,2017,369.5010849,null
27/02/2018,77.02,829.00,Condominium/Apartment,12,""7-8-12 (A-8-12)",JLN 3/109C"ABADI INDAH APARTMENT,310000.00,2018,374.0255879,null
27/02/2018,77.02,829.00,Condominium/Apartment,12,""7-8-12 (A-8-12)",JLN 3/109C"ABADI INDAH APARTMENT,310000.00,2018,374.0255879,null
15/05/2017,86.03,926.00,Condominium/Apartment,10,""55-8-7 (P: E-8-7",JLN 3/109C"ABADI INDAH APARTMENT,348000.00,2017,375.9335954,null
15/05/2017,86.03,926.00,Condominium/Apartment,10,""55-8-7 (P: E-8-7",JLN 3/109C"ABADI INDAH APARTMENT,348000.00,2017,375.9335954,null
14/12/2018,86.03,926.00,Condominium/Apartment,10,""56-6-6",JLN 3/109C"ABADI INDAH APARTMENT,350000.00,2018,378.0941333,null
14/12/2018,86.03,926.00,Condominium/Apartment,10,""56-6-6",JLN 3/109C"ABADI INDAH APARTMENT,350000.00,2018,378.0941333,null
17/05/2019,86.03,926.00,Condominium/Apartment,10,""55-10-9",JLN 3/109C"ABADI INDAH APARTMENT,350000.00,2019,378.0941333,null
17/05/2019,86.03,926.00,Condominium/Apartment,10,""55-10-9",JLN 3/109C"ABADI INDAH APARTMENT,350000.00,2019,378.0941333,null
19/10/2017,77.02,829.00,Condominium/Apartment,10,""9-9-11",JLN 3/109C"ABADI INDAH APARTMENT,315000.00,2017,380.0582587,null
19/10/2017,77.02,829.00,Condominium/Apartment,10,""9-9-11",JLN 3/109C"ABADI INDAH APARTMENT,315000.00,2017,380.0582587,null
28/06/2017,78.97,850.00,Condominium/Apartment,12,""9-7-15",JLN 3/109C"ABADI INDAH APARTMENT,325000.00,2017,382.1964205,null
28/06/2017,78.97,850.00,Condominium/Apartment,12,""9-7-15",JLN 3/109C"ABADI INDAH APARTMENT,325000.00,2017,382.1964205,null
29/08/2017,86.03,926.00,Condominium/Apartment,10,""55-8-4",JLN 3/109C"ABADI INDAH APARTMENT,355000.00,2017,383.4954781,null
29/08/2017,86.03,926.00,Condominium/Apartment,10,""55-8-4",JLN 3/109C"ABADI INDAH APARTMENT,355000.00,2017,383.4954781,null
10/2/2018,77.11,830.00,Condominium/Apartment,12,""7-3-12",JLN 3/109C"ABADI INDAH APARTMENT,320000.00,2018,385.5401578,null
10/2/2018,77.11,830.00,Condominium/Apartment,12,""7-3-12",JLN 3/109C"ABADI INDAH APARTMENT,320000.00,2018,385.5401578,null
10/2/2018,77.11,830.00,Condominium/Apartment,12,""7-3-12",JLN 3/109C"ABADI INDAH APARTMENT,320000.00,2018,385.5401578,null
10/2/2018,77.11,830.00,Condominium/Apartment,12,""7-3-12",JLN 3/109C"ABADI INDAH APARTMENT,320000.00,2018,385.5401578,null
18/06/2020,77.02,829.00,Condominium/Apartment,12,""51-8-10",JLN 3/109C"ABADI INDAH APARTMENT,320000.00,2020,386.0909295,null
18/06/2020,77.02,829.00,Condominium/Apartment,12,""51-8-10",JLN 3/109C"ABADI INDAH APARTMENT,320000.00,2020,386.0909295,null
3/6/2020,77.02,829.00,Condominium/Apartment,10,""7-10-10",JLN 3/109C"ABADI INDAH APARTMENT,325000.00,2020,392.1236003,null
3/6/2020,77.02,829.00,Condominium/Apartment,10,""7-10-10",JLN 3/109C"ABADI INDAH APARTMENT,325000.00,2020,392.1236003,null
16/08/2018,57.97,624.00,Condominium/Apartment,12,""B-3-4",JLN 2/109C"ABADI INDAH APARTMENT,245000.00,2018,392.4356349,null
16/08/2018,57.97,624.00,Condominium/Apartment,12,""B-3-4",JLN 2/109C"ABADI INDAH APARTMENT,245000.00,2018,392.4356349,null
6/7/2017,74.97,807.00,Condominium/Apartment,12,""7-11-13",JALAN 3/109C"ABADI INDAH APARTMENT,320000.00,2017,396.3866876,null
6/7/2017,74.97,807.00,Condominium/Apartment,12,""7-11-13",JALAN 3/109C"ABADI INDAH APARTMENT,320000.00,2017,396.3866876,null
10/2/2018,74.97,807.00,Condominium/Apartment,12,""7-3-12",JLN 3/109C"ABADI INDAH APARTMENT,320000.00,2018,396.3866876,null
10/2/2018,74.97,807.00,Condominium/Apartment,12,""7-3-12",JLN 3/109C"ABADI INDAH APARTMENT,320000.00,2018,396.3866876,null
24/07/2017,77.02,829.00,Condominium/Apartment,10,""51-6-5 (C-6-5)",JLN 3/109C"ABADI INDAH APARTMENT,330000.00,2017,398.156271,null
24/07/2017,77.02,829.00,Condominium/Apartment,10,""51-6-5 (C-6-5)",JLN 3/109C"ABADI INDAH APARTMENT,330000.00,2017,398.156271,null
13/08/2018,77.02,829.00,Condominium/Apartment,10,""7-9-4",JLN 3/109C"ABADI INDAH APARTMENT,330000.00,2018,398.156271,null
13/08/2018,77.02,829.00,Condominium/Apartment,10,""7-9-4",JLN 3/109C"ABADI INDAH APARTMENT,330000.00,2018,398.156271,null
19/04/2017,86.03,926.00,Condominium/Apartment,10,""55-1-11",JLN 3/109C"ABADI INDAH APARTMENT,370000.00,2017,399.6995124,null
19/04/2017,86.03,926.00,Condominium/Apartment,10,""55-1-11",JLN 3/109C"ABADI INDAH APARTMENT,370000.00,2017,399.6995124,null
5/2/2017,57.97,624.00,Condominium/Apartment,12,""A-3-9",JLN 2/109C"ABADI INDAH APARTMENT,250000.00,2017,400.4445255,null
5/2/2017,57.97,624.00,Condominium/Apartment,12,""A-3-9",JLN 2/109C"ABADI INDAH APARTMENT,250000.00,2017,400.4445255,null
10/5/2017,57.97,624.00,Condominium/Apartment,12,""A-8-12",JLN 2/109C"ABADI INDAH APARTMENT,250000.00,2017,400.4445255,null
10/5/2017,57.97,624.00,Condominium/Apartment,12,""A-8-12",JLN 2/109C"ABADI INDAH APARTMENT,250000.00,2017,400.4445255,null
9/12/2017,57.97,624.00,Condominium/Apartment,12,""A-9-8",JLN 2/109C"ABADI INDAH APARTMENT,250000.00,2017,400.4445255,null
9/12/2017,57.97,624.00,Condominium/Apartment,12,""A-9-8",JLN 2/109C"ABADI INDAH APARTMENT,250000.00,2017,400.4445255,null
2/12/2018,60.02,646.00,Condominium/Apartment,12,""A-12-2",JLN 3/109C"ABADI INDAH APARTMENT,260000.00,2018,402.5802296,null
2/12/2018,60.02,646.00,Condominium/Apartment,12,""A-12-2",JLN 3/109C"ABADI INDAH APARTMENT,260000.00,2018,402.5802296,null
19/04/2017,78.97,850.00,Condominium/Apartment,12,""9-9-1",  ABADI INDAH,JLN 3/109C"ABADI INDAH APARTMENT,343000.00,2017,403.3642223,null
19/04/2017,78.97,850.00,Condominium/Apartment,12,""9-9-1",  ABADI INDAH,JLN 3/109C"ABADI INDAH APARTMENT,343000.00,2017,403.3642223,null
9/4/2017,74.97,807.00,Condominium/Apartment,10,""7-12-11",JLN 3/109C"ABADI INDAH APARTMENT,330000.00,2017,408.7737716,null
9/4/2017,74.97,807.00,Condominium/Apartment,10,""7-12-11",JLN 3/109C"ABADI INDAH APARTMENT,330000.00,2017,408.7737716,null
9/6/2017,77.02,829.00,Condominium/Apartment,10,""7-4-11",JLN 3/109C"ABADI INDAH APARTMENT,340000.00,2017,410.2216126,null
9/6/2017,77.02,829.00,Condominium/Apartment,10,""7-4-11",JLN 3/109C"ABADI INDAH APARTMENT,340000.00,2017,410.2216126,null
16/02/2017,57.97,624.00,Condominium/Apartment,12,""E-2-3",JLN 2/109C"ABADI INDAH APARTMENT,260000.00,2017,416.4623065,null
16/02/2017,57.97,624.00,Condominium/Apartment,12,""E-2-3",JLN 2/109C"ABADI INDAH APARTMENT,260000.00,2017,416.4623065,null
12/11/2017,77.02,829.00,Condominium/Apartment,10,""7-7-6",JLN 3/109C"ABADI INDAH APARTMENT,356000.00,2017,429.526159,null
12/11/2017,77.02,829.00,Condominium/Apartment,10,""7-7-6",JLN 3/109C"ABADI INDAH APARTMENT,356000.00,2017,429.526159,null
3/12/2018,86.03,926.00,Condominium/Apartment,10,""53-4-8(D-4-8)",JLN 3/109C"ABADI INDAH APARTMENT,400000.00,2018,432.107581,null
3/12/2018,86.03,926.00,Condominium/Apartment,10,""53-4-8(D-4-8)",JLN 3/109C"ABADI INDAH APARTMENT,400000.00,2018,432.107581,null
4/3/2017,74.97,807.00,Condominium/Apartment,10,""9-12-8(B-12-8)",JLN 3/109C"ABADI INDAH APARTMENT,350000.00,2017,433.5479396,null
4/3/2017,74.97,807.00,Condominium/Apartment,10,""9-12-8(B-12-8)",JLN 3/109C"ABADI INDAH APARTMENT,350000.00,2017,433.5479396,null
10/12/2017,77.11,830.00,Condominium/Apartment,10,""7-12-3", ABADI INDAH,JLN 3/109C"ABADI INDAH APARTMENT,380000.00,2017,457.8467502,null
10/12/2017,77.11,830.00,Condominium/Apartment,10,""7-12-3", ABADI INDAH,JLN 3/109C"ABADI INDAH APARTMENT,380000.00,2017,457.8467502,null
15/12/2017,202.99,2185.00,Condominium/Apartment,9,""B-2-7",JLN 2/105C, TMN ABADI INDAH"ABADI RIA KONDOMINIUM,700000.00,2017,320.3556204,null
15/12/2017,202.99,2185.00,Condominium/Apartment,9,""B-2-7",JLN 2/105C, TMN ABADI INDAH"ABADI RIA KONDOMINIUM,700000.00,2017,320.3556204,null
1/4/2019,141.03,1518.00,Condominium/Apartment,9,""AR/4/2",JLN 2/105C, TMN ABADI INDAH"ABADI RIA KONDOMINIUM,580000.00,2019,382.1547188,null
1/4/2019,141.03,1518.00,Condominium/Apartment,9,""AR/4/2",JLN 2/105C, TMN ABADI INDAH"ABADI RIA KONDOMINIUM,580000.00,2019,382.1547188,null
2/8/2019,175.96,1894.00,Condominium/Apartment,9,""2-5",JLN 2/105C, TMN ABADI INDAH"ABADI RIA KONDOMINIUM,850000.00,2019,448.6798888,null
2/8/2019,175.96,1894.00,Condominium/Apartment,9,""2-5",JLN 2/105C, TMN ABADI INDAH"ABADI RIA KONDOMINIUM,850000.00,2019,448.6798888,null
4/3/2018,141.03,1518.00,Condominium/Apartment,9,""8-6",JLN 2/105C, TMN ABADI INDAH"ABADI RIA KONDOMINIUM,750000.00,2018,494.1655846,null
4/3/2018,141.03,1518.00,Condominium/Apartment,9,""8-6",JLN 2/105C, TMN ABADI INDAH"ABADI RIA KONDOMINIUM,750000.00,2018,494.1655846,null
1/6/2017,221.02,2379.00,Condominium/Apartment,9,""2-7",JLN 2/105C, TMN ABADI INDAH"ABADI RIA KONDOMINIUM,1300000.00,2017,546.4889994,null
1/6/2017,221.02,2379.00,Condominium/Apartment,9,""2-7",JLN 2/105C, TMN ABADI INDAH"ABADI RIA KONDOMINIUM,1300000.00,2017,546.4889994,null
11/10/2017,141.03,1518.00,Condominium/Apartment,9,""5-5",JLN 2/105C, TMN ABADI INDAH"ABADI RIA KONDOMINIUM,865000.00,2017,569.9376409,null
11/10/2017,141.03,1518.00,Condominium/Apartment,9,""5-5",JLN 2/105C, TMN ABADI INDAH"ABADI RIA KONDOMINIUM,865000.00,2017,569.9376409,null
3/10/2021,403.01,4338.00,Condominium/Apartment,22,""B-24-1 (P: B-22-1)",JLN KELANG LAMA"ABADI VILLA,800000.00,2021,184.4230867,null
3/10/2021,403.01,4338.00,Condominium/Apartment,22,""B-24-1 (P: B-22-1)",JLN KELANG LAMA"ABADI VILLA,800000.00,2021,184.4230867,null
14/09/2017,403.01,4338.00,Condominium/Apartment,22,""B-24-4",JALAN 2/109C"ABADI VILLA,1000000.00,2017,230.5288583,null
14/09/2017,403.01,4338.00,Condominium/Apartment,22,""B-24-4",JALAN 2/109C"ABADI VILLA,1000000.00,2017,230.5288583,null
21/10/2019,112.97,1216.00,Condominium/Apartment,22,""A-7-2",JALAN 2/109C"ABADI VILLA,373000.00,2019,306.6625439,null
21/10/2019,112.97,1216.00,Condominium/Apartment,22,""A-7-2",JALAN 2/109C"ABADI VILLA,373000.00,2019,306.6625439,null
22/05/2018,111.02,1195.00,Condominium/Apartment,16,""A-9-6 (A-8-4)",JLN 2/109C"ABADI VILLA,415000.00,2018,347.3405307,null
22/05/2018,111.02,1195.00,Condominium/Apartment,16,""A-9-6 (A-8-4)",JLN 2/109C"ABADI VILLA,415000.00,2018,347.3405307,null
27/08/2019,112.97,1216.00,Condominium/Apartment,22,""B-19-5",JLN 2/109C"ABADI VILLA,430000.00,2019,353.5251846,null
27/08/2019,112.97,1216.00,Condominium/Apartment,22,""B-19-5",JLN 2/109C"ABADI VILLA,430000.00,2019,353.5251846,null
22/01/2019,111.02,1195.00,Condominium/Apartment,22,""B-9-6 (B-7-4)",JALAN 2/109C"ABADI VILLA,440000.00,2019,368.2646591,null
22/01/2019,111.02,1195.00,Condominium/Apartment,22,""B-9-6 (B-7-4)",JALAN 2/109C"ABADI VILLA,440000.00,2019,368.2646591,null
24/12/2018,112.97,1216.00,Condominium/Apartment,22,""B-10-4 (P: B-8-6)",JLN 2/109C"ABADI VILLA,450000.00,2018,369.9682164,null
24/12/2018,112.97,1216.00,Condominium/Apartment,22,""B-10-4 (P: B-8-6)",JLN 2/109C"ABADI VILLA,450000.00,2018,369.9682164,null
30/11/2018,112.97,1216.00,Condominium/Apartment,22,""B-7-5 (B-5-5)",JLN 2/109C"ABADI VILLA,450000.00,2018,369.9682164,null
30/11/2018,112.97,1216.00,Condominium/Apartment,22,""B-7-5 (B-5-5)",JLN 2/109C"ABADI VILLA,450000.00,2018,369.9682164,null
27/08/2019,112.97,1216.00,Condominium/Apartment,18,""C-9-4",JLN 2/109C"ABADI VILLA,450000.00,2019,369.9682164,null
27/08/2019,112.97,1216.00,Condominium/Apartment,18,""C-9-4",JLN 2/109C"ABADI VILLA,450000.00,2019,369.9682164,null
27/07/2017,112.97,1216.00,Condominium/Apartment,17,""A-15-4 (A-14-6)",JLN KELANG LAMA"ABADI VILLA,450000.00,2017,369.9682164,null
27/07/2017,112.97,1216.00,Condominium/Apartment,17,""A-15-4 (A-14-6)",JLN KELANG LAMA"ABADI VILLA,450000.00,2017,369.9682164,null
19/10/2020,112.97,1216.00,Condominium/Apartment,22,""C-10-2(C-8-2)",JLN KELANG LAMA"ABADI VILLA,470000.00,2020,386.4112483,null
19/10/2020,112.97,1216.00,Condominium/Apartment,22,""C-10-2(C-8-2)",JLN KELANG LAMA"ABADI VILLA,470000.00,2020,386.4112483,null
31/12/2018,112.97,1216.00,Condominium/Apartment,18,""A-16-3",JLN 2/109C"ABADI VILLA,485000.00,2018,398.7435222,null
31/12/2018,112.97,1216.00,Condominium/Apartment,18,""A-16-3",JLN 2/109C"ABADI VILLA,485000.00,2018,398.7435222,null
28/08/2018,112.04,1206.00,Condominium/Apartment,16,""B-6-6(B-4-4)",JLN 2/109C"ABADI VILLA,490000.00,2018,406.4511933,null
28/08/2018,112.04,1206.00,Condominium/Apartment,16,""B-6-6(B-4-4)",JLN 2/109C"ABADI VILLA,490000.00,2018,406.4511933,null
25/07/2019,111.02,1195.00,Condominium/Apartment,22,""B-8-1",JLN 2/109C"ABADI VILLA,488000.00,2019,408.4389855,null
25/07/2019,111.02,1195.00,Condominium/Apartment,22,""B-8-1",JLN 2/109C"ABADI VILLA,488000.00,2019,408.4389855,null
27/08/2019,112.04,1206.00,Condominium/Apartment,22,""A-4-1",JALAN 2/109C"ABADI VILLA,500000.00,2019,414.7461157,null
27/08/2019,112.04,1206.00,Condominium/Apartment,22,""A-4-1",JALAN 2/109C"ABADI VILLA,500000.00,2019,414.7461157,null
27/07/2017,111.02,1195.00,Condominium/Apartment,18,""B-21-6",JLN 2/109C"ABADI VILLA,499000.00,2017,417.645602,null
27/07/2017,111.02,1195.00,Condominium/Apartment,18,""B-21-6",JLN 2/109C"ABADI VILLA,499000.00,2017,417.645602,null
20/11/2017,111.02,1195.00,Condominium/Apartment,22,""B-13-1 (B-11-3)",JLN KELANG LAMA"ABADI VILLA,520000.00,2017,435.2218698,null
20/11/2017,111.02,1195.00,Condominium/Apartment,22,""B-13-1 (B-11-3)",JLN KELANG LAMA"ABADI VILLA,520000.00,2017,435.2218698,null
4/2/2019,112.97,1216.00,Condominium/Apartment,22,""A-9-2",JLN 2/109C"ABADI VILLA,530000.00,2019,435.7403438,null
4/2/2019,112.97,1216.00,Condominium/Apartment,22,""A-9-2",JLN 2/109C"ABADI VILLA,530000.00,2019,435.7403438,null
10/12/2020,255.02,2745.00,Condominium/Apartment,4,""Q1-05-3",JLN PANTAI PERMAI"ANDALUCIA,950000.00,2020,346.1096997,null
10/12/2020,255.02,2745.00,Condominium/Apartment,4,""Q1-05-3",JLN PANTAI PERMAI"ANDALUCIA,950000.00,2020,346.1096997,null
17/12/2020,255.02,2745.00,Condominium/Apartment,4,""P1-01-1",JLN PANTAI PERMAI"ANDALUCIA,980000.00,2020,357.0394796,null
17/12/2020,255.02,2745.00,Condominium/Apartment,4,""P1-01-1",JLN PANTAI PERMAI"ANDALUCIA,980000.00,2020,357.0394796,null
20/12/2019,124.03,1335.00,Condominium/Apartment,4,""Q1-02-3",JLN PANTAI PERMAI"ANDALUCIA,493580.00,2019,369.7994102,null
20/12/2019,124.03,1335.00,Condominium/Apartment,4,""Q1-02-3",JLN PANTAI PERMAI"ANDALUCIA,493580.00,2019,369.7994102,null
26/02/2021,124.95,1345.00,Condominium/Apartment,4,""P2-01-2",JLN PANTAI PERMAI"ANDALUCIA,690000.00,2021,512.8252771,null
26/02/2021,124.95,1345.00,Condominium/Apartment,4,""P2-01-2",JLN PANTAI PERMAI"ANDALUCIA,690000.00,2021,512.8252771,null
20/02/2020,135.82,1462.00,Condominium/Apartment,4,""Q6-2-3",JLN PANTAI PERMAI"ANDALUCIA,760000.00,2020,519.9674404,null
