DateOfValuation,Size SqM,SqFt,PropertyType,NoOfFloors,ADDRESS,SCHEME,PRICE,YEAR,pricePerSqft,Seller
12/3/2019,173.73,1870.00,Terraced House,2,""31",JLN TERASEK 7"BANGSAR BARU,1500000.00,2019,802.1660624,null
12/3/2019,173.73,1870.00,Terraced House,2,""31",JLN TERASEK 7"BANGSAR BARU,1500000.00,2019,802.1660624,null
17/02/2020,173.73,1870.00,Terraced House,2,""9",JALAN TERASEK 2"BANGSAR BARU,1500000.00,2020,802.1660624,null
17/02/2020,173.73,1870.00,Terraced House,2,""9",JALAN TERASEK 2"BANGSAR BARU,1500000.00,2020,802.1660624,null
20/07/2018,173.73,1870.00,Terraced House,2,""15",JLN TELAWI 8"BANGSAR BARU,1500000.00,2018,802.1660624,null
20/07/2018,173.73,1870.00,Terraced House,2,""15",JLN TELAWI 8"BANGSAR BARU,1500000.00,2018,802.1660624,null
12/10/2018,173.73,1870.00,Terraced House,2,""125",JLN TERASEK 2"BANGSAR BARU,1500000.00,2018,802.1660624,null
12/10/2018,173.73,1870.00,Terraced House,2,""125",JLN TERASEK 2"BANGSAR BARU,1500000.00,2018,802.1660624,null
13/11/2019,173.73,1870.00,Terraced House,2,""73",JALAN TERASEK 7"BANGSAR BARU,1500000.00,2019,802.1660624,null
13/11/2019,173.73,1870.00,Terraced House,2,""73",JALAN TERASEK 7"BANGSAR BARU,1500000.00,2019,802.1660624,null
24/09/2020,173.73,1870.00,Terraced House,2,""62",JALAN TERASEK"BANGSAR BARU,1500000.00,2020,802.1660624,null
24/09/2020,173.73,1870.00,Terraced House,2,""62",JALAN TERASEK"BANGSAR BARU,1500000.00,2020,802.1660624,null
9/2/2020,173.73,1870.00,Terraced House,2,""37",JALAN TERASEK 2"BANGSAR BARU,1500000.00,2020,802.1799151,null
9/2/2020,173.73,1870.00,Terraced House,2,""37",JALAN TERASEK 2"BANGSAR BARU,1500000.00,2020,802.1799151,null
9/3/2020,173.73,1870.00,Terraced House,2,""100",JLN TERASEK 8"BANGSAR BARU,1510000.00,2020,807.4812995,null
9/3/2020,173.73,1870.00,Terraced House,2,""100",JLN TERASEK 8"BANGSAR BARU,1510000.00,2020,807.4812995,null
31/08/2020,173.73,1870.00,Terraced House,2,""NO 71",JLN TERASEK 7"BANGSAR BARU,1520000.00,2020,812.8616099,null
31/08/2020,173.73,1870.00,Terraced House,2,""NO 71",JLN TERASEK 7"BANGSAR BARU,1520000.00,2020,812.8616099,null
25/09/2017,173.73,1870.00,Terraced House,2,""80",JLN TERASEK 4"BANGSAR BARU,1528000.00,2017,817.1398289,null
25/09/2017,173.73,1870.00,Terraced House,2,""80",JLN TERASEK 4"BANGSAR BARU,1528000.00,2017,817.1398289,null
22/11/2019,173.73,1870.00,Terraced House,2,""37",JLN TERASEK 1"BANGSAR BARU,1550000.00,2019,828.9049312,null
22/11/2019,173.73,1870.00,Terraced House,2,""37",JLN TERASEK 1"BANGSAR BARU,1550000.00,2019,828.9049312,null
4/12/2019,173.73,1870.00,Terraced House,2,""68",JLN TERASEK 3"BANGSAR BARU,1568000.00,2019,838.4971375,null
4/12/2019,173.73,1870.00,Terraced House,2,""68",JLN TERASEK 3"BANGSAR BARU,1568000.00,2019,838.4971375,null
25/08/2017,256.60,2762.00,Terraced House,2,""27",JLN TERASEK 8"BANGSAR BARU,2330000.00,2017,843.6193643,null
25/08/2017,256.60,2762.00,Terraced House,2,""27",JLN TERASEK 8"BANGSAR BARU,2330000.00,2017,843.6193643,null
15/06/2020,173.73,1870.00,Terraced House,2,""NO.170",JLN TERASEK"BANGSAR BARU,1580000.00,2020,844.9482524,null
15/06/2020,173.73,1870.00,Terraced House,2,""NO.170",JLN TERASEK"BANGSAR BARU,1580000.00,2020,844.9482524,null
24/06/2019,173.73,1870.00,Terraced House,2,""88",JLN TERASEK 1"BANGSAR BARU,1580000.00,2019,844.9482524,null
24/06/2019,173.73,1870.00,Terraced House,2,""88",JLN TERASEK 1"BANGSAR BARU,1580000.00,2019,844.9482524,null
14/02/2017,173.73,1870.00,Terraced House,2,""NO.114",JALAN TERASEK 3"BANGSAR BARU,1588000.00,2017,849.2264714,null
14/02/2017,173.73,1870.00,Terraced House,2,""NO.114",JALAN TERASEK 3"BANGSAR BARU,1588000.00,2017,849.2264714,null
17/02/2020,173.73,1870.00,Terraced House,2,""NO.104",JLN TERASEK 3"BANGSAR BARU,1600000.00,2020,855.6437999,null
17/02/2020,173.73,1870.00,Terraced House,2,""NO.104",JLN TERASEK 3"BANGSAR BARU,1600000.00,2020,855.6437999,null
17/02/2020,173.73,1870.00,Terraced House,2,""NO.104",JLN TERASEK 3"BANGSAR BARU,1600000.00,2020,855.6437999,null
17/02/2020,173.73,1870.00,Terraced House,2,""NO.104",JLN TERASEK 3"BANGSAR BARU,1600000.00,2020,855.6437999,null
3/2/2017,173.73,1870.00,Terraced House,2,""40",JLN TERASEK 1"BANGSAR BARU,1630000.00,2017,871.6871211,null
3/2/2017,173.73,1870.00,Terraced House,2,""40",JLN TERASEK 1"BANGSAR BARU,1630000.00,2017,871.6871211,null
4/6/2017,173.73,1870.00,Terraced House,2,""132",JLN TERASEK 3"BANGSAR BARU,1650000.00,2017,882.3826686,null
4/6/2017,173.73,1870.00,Terraced House,2,""132",JLN TERASEK 3"BANGSAR BARU,1650000.00,2017,882.3826686,null
22/05/2018,173.73,1870.00,Terraced House,2,""56",JLN TERASEK 2"BANGSAR BARU,1650000.00,2018,882.3826686,null
22/05/2018,173.73,1870.00,Terraced House,2,""56",JLN TERASEK 2"BANGSAR BARU,1650000.00,2018,882.3826686,null
17/06/2019,173.73,1870.00,Terraced House,2,""26",JALAN TERASEK LAPAN, BANGSAR BARU"BANGSAR BARU,1650000.00,2019,882.3826686,null
17/06/2019,173.73,1870.00,Terraced House,2,""26",JALAN TERASEK LAPAN, BANGSAR BARU"BANGSAR BARU,1650000.00,2019,882.3826686,null
4/2/2019,173.73,1870.00,Terraced House,2,""4",JLN TELAWI 7"BANGSAR BARU,1679000.00,2019,897.8912125,null
4/2/2019,173.73,1870.00,Terraced House,2,""4",JLN TELAWI 7"BANGSAR BARU,1679000.00,2019,897.8912125,null
23/05/2017,173.73,1870.00,Terraced House,2,""47",JLN TERASEK 7"BANGSAR BARU,1680000.00,2017,898.4259899,null
23/05/2017,173.73,1870.00,Terraced House,2,""47",JLN TERASEK 7"BANGSAR BARU,1680000.00,2017,898.4259899,null
28/08/2018,173.73,1870.00,Terraced House,2,""15",JALAN TERASEK 2"BANGSAR BARU,1680000.00,2018,898.4259899,null
28/08/2018,173.73,1870.00,Terraced House,2,""15",JALAN TERASEK 2"BANGSAR BARU,1680000.00,2018,898.4259899,null
14/09/2018,173.73,1870.00,Terraced House,2,""8",JLN TELAWI 7"BANGSAR BARU,1700000.00,2018,909.1215374,null
14/09/2018,173.73,1870.00,Terraced House,2,""8",JLN TELAWI 7"BANGSAR BARU,1700000.00,2018,909.1215374,null
3/1/2021,173.73,1870.00,Terraced House,2,""125",JALAN TERASEK 7"BANGSAR BARU,1700000.00,2021,909.1215374,null
3/1/2021,173.73,1870.00,Terraced House,2,""125",JALAN TERASEK 7"BANGSAR BARU,1700000.00,2021,909.1215374,null
20/09/2017,173.73,1870.00,Terraced House,2,""50",JLN TERASIK 8"BANGSAR BARU,1730000.00,2017,925.1648586,null
20/09/2017,173.73,1870.00,Terraced House,2,""50",JLN TERASIK 8"BANGSAR BARU,1730000.00,2017,925.1648586,null
24/07/2017,173.73,1870.00,Terraced House,2,""25",JLN TERASEK 5"BANGSAR BARU,1760000.00,2017,941.1594216,null
24/07/2017,173.73,1870.00,Terraced House,2,""25",JLN TERASEK 5"BANGSAR BARU,1760000.00,2017,941.1594216,null
21/06/2018,173.73,1870.00,Terraced House,2,""NO.63",JALAN TERASEK 7"BANGSAR BARU,1764000.00,2018,943.3472894,null
21/06/2018,173.73,1870.00,Terraced House,2,""NO.63",JALAN TERASEK 7"BANGSAR BARU,1764000.00,2018,943.3472894,null
14/06/2017,173.73,1870.00,Terraced House,2,""88",JLN TERASEK 8"BANGSAR BARU,1780000.00,2017,951.9037274,null
14/06/2017,173.73,1870.00,Terraced House,2,""88",JLN TERASEK 8"BANGSAR BARU,1780000.00,2017,951.9037274,null
19/10/2017,173.73,1870.00,Terraced House,2,""20",JLN TERASEK"BANGSAR BARU,1800000.00,2017,962.5992749,null
19/10/2017,173.73,1870.00,Terraced House,2,""20",JLN TERASEK"BANGSAR BARU,1800000.00,2017,962.5992749,null
11/11/2020,173.73,1870.00,Terraced House,2,""NO.22",JLN TELAWI 6"BANGSAR BARU,1800000.00,2020,962.5992749,null
11/11/2020,173.73,1870.00,Terraced House,2,""NO.22",JLN TELAWI 6"BANGSAR BARU,1800000.00,2020,962.5992749,null
7/6/2018,173.73,1870.00,Terraced House,2,""67",JLN TERASEK 1"BANGSAR BARU,1840000.00,2018,983.9903699,null
7/6/2018,173.73,1870.00,Terraced House,2,""67",JLN TERASEK 1"BANGSAR BARU,1840000.00,2018,983.9903699,null
31/10/2018,173.73,1870.00,Terraced House,2,""NO. 112",JALAN TERASEK LAPAN, BANGSAR BARU"BANGSAR BARU,1890000.00,2018,1010.729239,null
31/10/2018,173.73,1870.00,Terraced House,2,""NO. 112",JALAN TERASEK LAPAN, BANGSAR BARU"BANGSAR BARU,1890000.00,2018,1010.729239,null
27/11/2020,173.73,1870.00,Terraced House,2,""115",JLN TERASEK"BANGSAR BARU,1900000.00,2020,1016.077012,null
27/11/2020,173.73,1870.00,Terraced House,2,""115",JLN TERASEK"BANGSAR BARU,1900000.00,2020,1016.077012,null
8/4/2020,173.73,1870.00,Terraced House,2,""21",JLN TERASEK 4"BANGSAR BARU,1950000.00,2020,1042.815881,null
8/4/2020,173.73,1870.00,Terraced House,2,""21",JLN TERASEK 4"BANGSAR BARU,1950000.00,2020,1042.815881,null
3/6/2019,173.73,1870.00,Terraced House,2,""67",JLN TELAWI"BANGSAR BARU,1980000.00,2019,1058.859202,null
3/6/2019,173.73,1870.00,Terraced House,2,""67",JLN TELAWI"BANGSAR BARU,1980000.00,2019,1058.859202,null
24/10/2018,284.66,3064.00,Terraced House,2,""115",JLN TERASEK 8"BANGSAR BARU,3388000.00,2018,1105.779825,null
24/10/2018,284.66,3064.00,Terraced House,2,""115",JLN TERASEK 8"BANGSAR BARU,3388000.00,2018,1105.779825,null
17/05/2017,163.51,1760.00,Terraced House,2,""7",JALAN TELAWI 6"BANGSAR BARU,2000000.00,2017,1136.401922,null
17/05/2017,163.51,1760.00,Terraced House,2,""7",JALAN TELAWI 6"BANGSAR BARU,2000000.00,2017,1136.401922,null
17/05/2017,163.51,1760.00,Terraced House,2,""7",JLN TELAWI 6"BANGSAR BARU,2000000.00,2017,1136.401922,null
17/05/2017,163.51,1760.00,Terraced House,2,""7",JLN TELAWI 6"BANGSAR BARU,2000000.00,2017,1136.401922,null
1/9/2017,163.51,1760.00,Terraced House,2,""17",JALAN TELAWI 6"BANGSAR BARU,2300000.00,2017,1306.86221,null
1/9/2017,163.51,1760.00,Terraced House,2,""17",JALAN TELAWI 6"BANGSAR BARU,2300000.00,2017,1306.86221,null
13/10/2020,173.73,1870.00,Terraced House,3,""NO.34 ", BANGSAR BARU,JLN TERASEK 8"BANGSAR BARU,2470000.00,2020,1320.846894,null
13/10/2020,173.73,1870.00,Terraced House,3,""NO.34 ", BANGSAR BARU,JLN TERASEK 8"BANGSAR BARU,2470000.00,2020,1320.846894,null
8/8/2019,137.03,1475.00,Condominium/Apartment,4,""19-2",LRG MAAROF"BANGSAR INDAH,525000.00,2019,356.0156438,null
8/8/2019,137.03,1475.00,Condominium/Apartment,4,""19-2",LRG MAAROF"BANGSAR INDAH,525000.00,2019,356.0156438,null
30/09/2019,137.03,1475.00,Condominium/Apartment,3,""A-1",LRG MAAROF"BANGSAR INDAH,770000.00,2019,522.1562776,null
30/09/2019,137.03,1475.00,Condominium/Apartment,3,""A-1",LRG MAAROF"BANGSAR INDAH,770000.00,2019,522.1562776,null
20/08/2018,61.04,657.00,Condominium/Apartment,4,""E4-12(P:43-3)",LRG MAAROF"BANGSAR INDAH,350000.00,2018,533.0507454,null
20/08/2018,61.04,657.00,Condominium/Apartment,4,""E4-12(P:43-3)",LRG MAAROF"BANGSAR INDAH,350000.00,2018,533.0507454,null
12/7/2018,137.03,1475.00,Condominium/Apartment,3,""C-21(P:C1-2)",LRG MAAROF"BANGSAR INDAH,1000000.00,2018,678.1250358,null
12/7/2018,137.03,1475.00,Condominium/Apartment,3,""C-21(P:C1-2)",LRG MAAROF"BANGSAR INDAH,1000000.00,2018,678.1250358,null
26/12/2018,61.04,657.00,Condominium/Apartment,4,""F75-2 (F3-4)",LRG MAAROF"BANGSAR INDAH,500000.00,2018,761.5010648,null
26/12/2018,61.04,657.00,Condominium/Apartment,4,""F75-2 (F3-4)",LRG MAAROF"BANGSAR INDAH,500000.00,2018,761.5010648,null
26/07/2019,61.04,657.00,Condominium/Apartment,4,""D3-3",LRG MAAROF"BANGSAR INDAH,500000.00,2019,761.5010648,null
26/07/2019,61.04,657.00,Condominium/Apartment,4,""D3-3",LRG MAAROF"BANGSAR INDAH,500000.00,2019,761.5010648,null
26/07/2019,61.04,657.00,Condominium/Apartment,4,""D3-3",LRG MAAROF"BANGSAR INDAH,500000.00,2019,761.5010648,null
26/07/2019,61.04,657.00,Condominium/Apartment,4,""D3-3",LRG MAAROF"BANGSAR INDAH,500000.00,2019,761.5010648,null
6/7/2018,61.04,657.00,Condominium/Apartment,4,""F79-3",LRG MAAROF"BANGSAR INDAH,505000.00,2018,769.1160755,null
6/7/2018,61.04,657.00,Condominium/Apartment,4,""F79-3",LRG MAAROF"BANGSAR INDAH,505000.00,2018,769.1160755,null
22/11/2018,68.01,732.00,Condominium/Apartment,4,""E43-1(P:E2-12)",LRG MAAROF"BANGSAR INDAH,572500.00,2018,782.1623805,null
22/11/2018,68.01,732.00,Condominium/Apartment,4,""E43-1(P:E2-12)",LRG MAAROF"BANGSAR INDAH,572500.00,2018,782.1623805,null
11/12/2019,61.04,657.00,Condominium/Apartment,4,""E51-3",LRG MAAROF"BANGSAR INDAH,580000.00,2019,883.3412352,null
11/12/2019,61.04,657.00,Condominium/Apartment,4,""E51-3",LRG MAAROF"BANGSAR INDAH,580000.00,2019,883.3412352,null
13/06/2017,68.01,732.00,Condominium/Apartment,4,""65-8(P:E2-8)",LRG MAAROF"BANGSAR INDAH,650000.00,2017,888.0446241,null
13/06/2017,68.01,732.00,Condominium/Apartment,4,""65-8(P:E2-8)",LRG MAAROF"BANGSAR INDAH,650000.00,2017,888.0446241,null
30/12/2018,61.04,657.00,Condominium/Apartment,4,""E43-2(P:E2-12)",LRG MAAROF"BANGSAR INDAH,650000.00,2018,989.9513842,null
30/12/2018,61.04,657.00,Condominium/Apartment,4,""E43-2(P:E2-12)",LRG MAAROF"BANGSAR INDAH,650000.00,2018,989.9513842,null
26/10/2018,1085.02,11679.00,Detached House,2,""7",LORONG LIMAU MANIS 2"BANGSAR PARK,4270000.00,2018,365.6187693,null
26/10/2018,1085.02,11679.00,Detached House,2,""7",LORONG LIMAU MANIS 2"BANGSAR PARK,4270000.00,2018,365.6187693,null
17/05/2019,1137.97,12249.00,Detached House,2,""18",LORONG LIMAU MANIS 2"BANGSAR PARK,4500000.00,2019,367.3673854,null
17/05/2019,1137.97,12249.00,Detached House,2,""18",LORONG LIMAU MANIS 2"BANGSAR PARK,4500000.00,2019,367.3673854,null
22/10/2017,739.04,7955.00,Detached House,2,""2",LORONG MAAROF 1"BANGSAR PARK,3150000.00,2017,396.0011627,null
22/10/2017,739.04,7955.00,Detached House,2,""2",LORONG MAAROF 1"BANGSAR PARK,3150000.00,2017,396.0011627,null
30/10/2018,670.02,7212.00,Detached House,2,""NO.4",LORONG MAAROF 1"BANGSAR PARK,3600000.00,2018,499.1809965,null
30/10/2018,670.02,7212.00,Detached House,2,""NO.4",LORONG MAAROF 1"BANGSAR PARK,3600000.00,2018,499.1809965,null
30/10/2018,670.02,7212.00,Detached House,2,""NO.4",LORONG MAAROF 1"BANGSAR PARK,3600000.00,2018,499.1809965,null
30/10/2018,670.02,7212.00,Detached House,2,""NO.4",LORONG MAAROF 1"BANGSAR PARK,3600000.00,2018,499.1809965,null
3/5/2020,569.03,6125.00,Detached House,1,""106",LORONG MAAROF"BANGSAR PARK,3200000.00,2020,522.4780592,null
3/5/2020,569.03,6125.00,Detached House,1,""106",LORONG MAAROF"BANGSAR PARK,3200000.00,2020,522.4780592,null
24/12/2018,531.96,5726.00,Detached House,2,""6",LRG LIMAU KASTURI"BANGSAR PARK,3000000.00,2018,523.8898303,null
24/12/2018,531.96,5726.00,Detached House,2,""6",LRG LIMAU KASTURI"BANGSAR PARK,3000000.00,2018,523.8898303,null
17/08/2020,501.96,5403.00,Detached House,2,""15",LRG  LIMAU MANIS 3"BANGSAR PARK,2860000.00,2020,529.2887481,null
17/08/2020,501.96,5403.00,Detached House,2,""15",LRG  LIMAU MANIS 3"BANGSAR PARK,2860000.00,2020,529.2887481,null
11/11/2020,595.97,6415.00,Detached House,1,""32",LORONG MAAROF"BANGSAR PARK,3875000.00,2020,604.0262221,null
11/11/2020,595.97,6415.00,Detached House,1,""32",LORONG MAAROF"BANGSAR PARK,3875000.00,2020,604.0262221,null
3/2/2018,574.98,6189.00,Detached House,2,""122",LORONG MAAROF"BANGSAR PARK,3960000.00,2018,639.8198164,null
3/2/2018,574.98,6189.00,Detached House,2,""122",LORONG MAAROF"BANGSAR PARK,3960000.00,2018,639.8198164,null
3/2/2018,573.96,6178.00,Detached House,1,""120",LORONG MAAROF"BANGSAR PARK,3960000.00,2018,640.9344851,null
3/2/2018,573.96,6178.00,Detached House,1,""120",LORONG MAAROF"BANGSAR PARK,3960000.00,2018,640.9344851,null
25/04/2019,501.96,5403.00,Detached House,2,""3",LRG  LIMAU MANIS 3"BANGSAR PARK,3500000.00,2019,647.7309854,null
25/04/2019,501.96,5403.00,Detached House,2,""3",LRG  LIMAU MANIS 3"BANGSAR PARK,3500000.00,2019,647.7309854,null
25/07/2018,556.95,5995.00,Detached House,2,""5",LRG LIMAU KASTURI"BANGSAR PARK,4600000.00,2018,767.2430836,null
25/07/2018,556.95,5995.00,Detached House,2,""5",LRG LIMAU KASTURI"BANGSAR PARK,4600000.00,2018,767.2430836,null
12/3/2018,484.95,5220.00,Detached House,2,""NO.7",LORONG MAAROF 1"BANGSAR PARK,5200000.00,2018,996.0747949,null
12/3/2018,484.95,5220.00,Detached House,2,""NO.7",LORONG MAAROF 1"BANGSAR PARK,5200000.00,2018,996.0747949,null
9/7/2018,261.99,2820.00,Semi-Detached House,2,""NO.50",LRG MAAROF"BANGSAR PARK,2200000.00,2018,780.1026175,null
9/7/2018,261.99,2820.00,Semi-Detached House,2,""NO.50",LRG MAAROF"BANGSAR PARK,2200000.00,2018,780.1026175,null
13/03/2017,174.01,1873.00,Terraced House,1,""47",JLN LIMAU NIPIS"BANGSAR PARK,500000.00,2017,266.963017,null
13/03/2017,174.01,1873.00,Terraced House,1,""47",JLN LIMAU NIPIS"BANGSAR PARK,500000.00,2017,266.963017,null
31/01/2018,165.00,1776.00,Terraced House,1,""NO.21",JALAN LIMAU MANIS"BANGSAR PARK,700000.00,2018,394.1344905,null
31/01/2018,165.00,1776.00,Terraced House,1,""NO.21",JALAN LIMAU MANIS"BANGSAR PARK,700000.00,2018,394.1344905,null
7/5/2018,158.96,1711.00,Terraced House,1,""23",JLN LIMAU NIPIS"BANGSAR PARK,700000.00,2018,409.0074902,null
7/5/2018,158.96,1711.00,Terraced House,1,""23",JLN LIMAU NIPIS"BANGSAR PARK,700000.00,2018,409.0074902,null
10/1/2018,174.01,1873.00,Terraced House,1,""NO. 51",JALAN LIMAU NIPIS"BANGSAR PARK,770000.00,2018,411.1230461,null
10/1/2018,174.01,1873.00,Terraced House,1,""NO. 51",JALAN LIMAU NIPIS"BANGSAR PARK,770000.00,2018,411.1230461,null
17/06/2019,336.96,3627.00,Terraced House,1,""2",JLN LIMAU BESAR"BANGSAR PARK,1650000.00,2019,454.8669565,null
17/06/2019,336.96,3627.00,Terraced House,1,""2",JLN LIMAU BESAR"BANGSAR PARK,1650000.00,2019,454.8669565,null
14/06/2019,435.99,4693.00,Terraced House,2,""29",LORONG MAAROF"BANGSAR PARK,2300000.00,2019,490.0853183,null
14/06/2019,435.99,4693.00,Terraced House,2,""29",LORONG MAAROF"BANGSAR PARK,2300000.00,2019,490.0853183,null
2/10/2020,302.96,3261.00,Terraced House,2,""58",JLN LIMAU NIPIS"BANGSAR PARK,1600000.00,2020,490.5775837,null
2/10/2020,302.96,3261.00,Terraced House,2,""58",JLN LIMAU NIPIS"BANGSAR PARK,1600000.00,2020,490.5775837,null
23/12/2019,174.01,1873.00,Terraced House,2,""124",JLN LIMAU MANIS"BANGSAR PARK,930000.00,2019,496.5512116,null
23/12/2019,174.01,1873.00,Terraced House,2,""124",JLN LIMAU MANIS"BANGSAR PARK,930000.00,2019,496.5512116,null
15/04/2019,314.01,3380.00,Terraced House,1,""127",JALAN LIMAU MANIS"BANGSAR PARK,1770000.00,2019,523.6896176,null
15/04/2019,314.01,3380.00,Terraced House,1,""127",JALAN LIMAU MANIS"BANGSAR PARK,1770000.00,2019,523.6896176,null
27/12/2018,408.03,4392.00,Terraced House,1,""2",JLN LIMAU NIPIS"BANGSAR PARK,2400000.00,2018,546.4889994,null
27/12/2018,408.03,4392.00,Terraced House,1,""2",JLN LIMAU NIPIS"BANGSAR PARK,2400000.00,2018,546.4889994,null
22/07/2019,174.01,1873.00,Terraced House,1,""46",JLN LIMAU KASTURI"BANGSAR PARK,1025000.00,2019,547.2741848,null
22/07/2019,174.01,1873.00,Terraced House,1,""46",JLN LIMAU KASTURI"BANGSAR PARK,1025000.00,2019,547.2741848,null
19/08/2020,174.19,1875.00,Terraced House,1,""180",JLN LIMAU MANIS"BANGSAR PARK,1050000.00,2020,559.978682,null
19/08/2020,174.19,1875.00,Terraced House,1,""180",JLN LIMAU MANIS"BANGSAR PARK,1050000.00,2020,559.978682,null
25/08/2020,183.02,1970.00,Terraced House,1,""22",JLN LIMAU KASTURI"BANGSAR PARK,1120000.00,2020,568.5874617,null
25/08/2020,183.02,1970.00,Terraced House,1,""22",JLN LIMAU KASTURI"BANGSAR PARK,1120000.00,2020,568.5874617,null
23/08/2018,174.19,1875.00,Terraced House,1,""43",JALAN LIMAU BESAR"BANGSAR PARK,1100000.00,2018,586.6443335,null
23/08/2018,174.19,1875.00,Terraced House,1,""43",JALAN LIMAU BESAR"BANGSAR PARK,1100000.00,2018,586.6443335,null
7/8/2020,174.19,1875.00,Terraced House,1,""186",JALAN LIMAU MANIS"BANGSAR PARK,1150000.00,2020,613.309985,null
7/8/2020,174.19,1875.00,Terraced House,1,""186",JALAN LIMAU MANIS"BANGSAR PARK,1150000.00,2020,613.309985,null
9/8/2020,174.01,1873.00,Terraced House,2,""46",JLN LIMAU NIPIS"BANGSAR PARK,1180000.00,2020,630.0327201,null
9/8/2020,174.01,1873.00,Terraced House,2,""46",JLN LIMAU NIPIS"BANGSAR PARK,1180000.00,2020,630.0327201,null
26/02/2021,174.01,1873.00,Terraced House,2,""138",JALAN LIMAU MANIS"BANGSAR PARK,1180000.00,2021,630.0327201,null
26/02/2021,174.01,1873.00,Terraced House,2,""138",JALAN LIMAU MANIS"BANGSAR PARK,1180000.00,2021,630.0327201,null
22/08/2019,174.01,1873.00,Terraced House,1,""70",JALAN LIMAU KASTURI"BANGSAR PARK,1200000.00,2019,640.7112407,null
22/08/2019,174.01,1873.00,Terraced House,1,""70",JALAN LIMAU KASTURI"BANGSAR PARK,1200000.00,2019,640.7112407,null
18/05/2020,173.08,1863.00,Terraced House,1,""44",JALAN LIMAU BESAR"BANGSAR PARK,1200000.00,2020,644.1429679,null
18/05/2020,173.08,1863.00,Terraced House,1,""44",JALAN LIMAU BESAR"BANGSAR PARK,1200000.00,2020,644.1429679,null
20/10/2017,174.19,1875.00,Terraced House,1,""174",JLN LIMAU MANIS"BANGSAR PARK,1270000.00,2017,677.3542091,null
20/10/2017,174.19,1875.00,Terraced House,1,""174",JLN LIMAU MANIS"BANGSAR PARK,1270000.00,2017,677.3542091,null
28/11/2019,174.01,1873.00,Terraced House,1,""36",JLN LIMAU KASTURI"BANGSAR PARK,1280000.00,2019,683.4253234,null
28/11/2019,174.01,1873.00,Terraced House,1,""36",JLN LIMAU KASTURI"BANGSAR PARK,1280000.00,2019,683.4253234,null
8/5/2019,173.08,1863.00,Terraced House,1,""56",JLN LIMAU BESAR"BANGSAR PARK,1275000.00,2019,684.295151,null
8/5/2019,173.08,1863.00,Terraced House,1,""56",JLN LIMAU BESAR"BANGSAR PARK,1275000.00,2019,684.295151,null
21/08/2019,173.08,1863.00,Terraced House,1,""18",JALAN LIMAU BESAR"BANGSAR PARK,1280000.00,2019,686.9786614,null
21/08/2019,173.08,1863.00,Terraced House,1,""18",JALAN LIMAU BESAR"BANGSAR PARK,1280000.00,2019,686.9786614,null
3/9/2018,174.01,1873.00,Terraced House,1,""111",JLN LIMAU MANIS"BANGSAR PARK,1300000.00,2018,694.1038441,null
3/9/2018,174.01,1873.00,Terraced House,1,""111",JLN LIMAU MANIS"BANGSAR PARK,1300000.00,2018,694.1038441,null
28/09/2017,174.01,1873.00,Terraced House,1,""62",JLN LIMAU KASTURI"BANGSAR PARK,1300000.00,2017,694.1038441,null
28/09/2017,174.01,1873.00,Terraced House,1,""62",JLN LIMAU KASTURI"BANGSAR PARK,1300000.00,2017,694.1038441,null
27/03/2019,174.01,1873.00,Terraced House,1,""107",JALAN LIMAU MANIS"BANGSAR PARK,1300000.00,2019,694.1038441,null
27/03/2019,174.01,1873.00,Terraced House,1,""107",JALAN LIMAU MANIS"BANGSAR PARK,1300000.00,2019,694.1038441,null
7/6/2017,174.19,1875.00,Terraced House,1,""NO.162",JALAN LIMAU MANIS"BANGSAR PARK,1310000.00,2017,698.6400699,null
7/6/2017,174.19,1875.00,Terraced House,1,""NO.162",JALAN LIMAU MANIS"BANGSAR PARK,1310000.00,2017,698.6400699,null
29/05/2017,174.19,1875.00,Terraced House,1,""NO.158",JALAN LIMAU MANIS"BANGSAR PARK,1350000.00,2017,719.9725911,null
29/05/2017,174.19,1875.00,Terraced House,1,""NO.158",JALAN LIMAU MANIS"BANGSAR PARK,1350000.00,2017,719.9725911,null
23/06/2017,174.01,1873.00,Terraced House,1,""NO.104",JALAN LIMAU NIPIS"BANGSAR PARK,1350000.00,2017,720.8001458,null
23/06/2017,174.01,1873.00,Terraced House,1,""NO.104",JALAN LIMAU NIPIS"BANGSAR PARK,1350000.00,2017,720.8001458,null
13/02/2017,174.01,1873.00,Terraced House,1,""NO.83",JALAN LIMAU NIPIS"BANGSAR PARK,1360000.00,2017,726.1394062,null
13/02/2017,174.01,1873.00,Terraced House,1,""NO.83",JALAN LIMAU NIPIS"BANGSAR PARK,1360000.00,2017,726.1394062,null
31/03/2017,174.01,1873.00,Terraced House,1,""NO.77",JALAN LIMAU NIPIS"BANGSAR PARK,1378000.00,2017,735.7500748,null
31/03/2017,174.01,1873.00,Terraced House,1,""NO.77",JALAN LIMAU NIPIS"BANGSAR PARK,1378000.00,2017,735.7500748,null
11/1/2019,174.01,1873.00,Terraced House,2,""NO.123",LORONG MAAROF"BANGSAR PARK,1395000.00,2019,744.8268174,null
11/1/2019,174.01,1873.00,Terraced House,2,""NO.123",LORONG MAAROF"BANGSAR PARK,1395000.00,2019,744.8268174,null
3/8/2017,174.01,1873.00,Terraced House,1,""76",JLN LIMAU KASTURI"BANGSAR PARK,1410000.00,2017,752.8357079,null
