DateOfValuation,Size SqM,SqFt,PropertyType,NoOfFloors,ADDRESS,SCHEME,PRICE,YEAR,pricePerSqft,SellerName
8/7/2019,61,657,Low-Cost Flat,13,"B-4-10,JLN 1A",SEGAR RIA,155000,2019,236.0653301,null
21/02/2020,61,657,Low-Cost Flat,13,"D-5-3,JLN 1A",SEGAR RIA,156000,2020,237.5883322,null
27/02/2019,61,657,Low-Cost Flat,13,"D12-10,JLN 1A",SEGAR RIA,158000,2019,240.6343365,null
14/01/2020,61,657,Low-Cost Flat,13,"C-5-4,JLN LEMAK MANIS",SEGAR RIA,160000,2020,243.6803407,null
25/05/2017,61,657,Low-Cost Flat,13,"C-11-5,JLN 1A",SEGAR RIA,160000,2017,243.6803407,null
28/12/2018,61,657,Low-Cost Flat,13,"C-5-2,JALAN 1A",SEGAR RIA,160000,2018,243.6803407,null
3/5/2018,61,657,Low-Cost Flat,13,"D11-01,JLN LEMAK MANIS",SEGAR RIA,163000,2018,248.2493471,null
26/03/2019,61,657,Low-Cost Flat,13,"B-11-2,JLN 1A",SEGAR RIA,165000,2019,251.2953514,null
21/07/2020,61,657,Low-Cost Flat,13,"A-3-2,JALAN 1A",SEGAR RIA,167000,2020,254.3413556,null
16/12/2019,61,657,Low-Cost Flat,13,"B-12-1,JLN 1A",SEGAR RIA,170000,2019,258.910362,null
9/5/2017,61,657,Low-Cost Flat,13,"A-1-6,JLN 1A",SEGAR RIA,170000,2017,258.910362,null
25/08/2020,61,657,Low-Cost Flat,13,"B-3-10(P: B03-05),JLN LEMAK MANIS",SEGAR RIA,170000,2020,258.910362,null
18/12/2019,61,657,Low-Cost Flat,13,"D-10-11,JLN 1A",SEGAR RIA,175000,2019,266.5253727,null
27/06/2019,61,657,Low-Cost Flat,13,"C-11-9,JLN LEMAK MANIS",SEGAR RIA,175000,2019,266.5253727,null
29/07/2020,61,657,Low-Cost Flat,13,"D-3-12,JLN LEMAK MANIS",SEGAR RIA,178000,2020,271.0943791,null
2/6/2018,61,657,Low-Cost Flat,13,"A-9-7,JLN LEMAK MANIS",SEGAR RIA,180000,2018,274.1403833,null
18/01/2018,61,657,Low-Cost Flat,13,"D-3-2,JALAN 1A",SEGAR RIA,180000,2018,274.1403833,null
27/09/2018,61,657,Low-Cost Flat,13,"C-12-11,JLN LEMAK MANIS",SEGAR RIA,180000,2018,274.1403833,null
20/01/2020,61,657,Low-Cost Flat,13,"D-2-9,JLN 1A",SEGAR RIA,180000,2020,274.1403833,null
2/8/2021,61,657,Low-Cost Flat,13,"C-11-10,JLN 1A",SEGAR RIA,180000,2021,274.1403833,null
3/9/2021,61,657,Low-Cost Flat,13,"D-10-12,JLN 1A",SEGAR RIA,180000,2021,274.1403833,null
12/1/2020,61,657,Low-Cost Flat,13,"C-2-5,JALAN 1A",SEGAR RIA,185000,2020,281.755394,null
6/3/2019,61,657,Low-Cost Flat,13,"C-1-6,JLN 1A",SEGAR RIA,190000,2019,289.3704046,null
24/05/2019,61,657,Low-Cost Flat,13,"D-01-04,JLN 1A",SEGAR RIA,190000,2019,289.3704046,null
13/03/2018,61,657,Low-Cost Flat,13,"D-12-9,JLN 1A",SEGAR RIA,195000,2018,296.9854153,null
18/05/2017,61,657,Low-Cost Flat,13,"B-2-2,JALAN 1A",SEGAR RIA,200000,2017,304.6004259,null
27/07/2020,61,657,Low-Cost Flat,13,"C-8-8,JLN 1A",SEGAR RIA,200000,2020,304.6004259,null
10/8/2020,61,657,Low-Cost Flat,13,"D-5-9,JLN 1A",SEGAR RIA,200000,2020,304.6004259,null
21/04/2017,60.39,650,Low-Cost Flat,13,"C-8-4,JLN LEMAK MANIS",SEGAR RIA,200000,2017,307.6771979,null
16/12/2020,61,657,Low-Cost Flat,13,"B-6-9,JLN LEMAK MANIS",SEGAR RIA,210000,2020,319.8304472,null
19/11/2020,85,915,Condominium/Apartment,7,"1-3A-9,JLN 5/100A",SEGAR VIEW CONDO,435000,2020,475.4454295,null
7/8/2019,85,915,Condominium/Apartment,7,"1-3A-9,JLN 5/100A",SEGAR VIEW CONDO,450000,2019,491.8400995,null
29/03/2017,85,915,Condominium/Apartment,9,"1-2-5,NO. 1, JLN 5/100A",SEGAR VIEW CONDO,480000,2017,524.6294395,null
4/4/2018,85,915,Condominium/Apartment,7,"1-5-2,JALAN  5/100A",SEGAR VIEW CONDO,490000,2018,535.5592195,null
5/4/2020,93,1001,Condominium/Apartment,7,"1-2-6,JALAN  5/100A",SEGAR VIEW CONDO,550000,2020,549.4271123,null
11/7/2017,85,915,Condominium/Apartment,7,"1-6-3,JALAN  5/100A",SEGAR VIEW CONDO,518000,2017,566.1626034,null
4/6/2017,93,1001,Condominium/Apartment,7,"1-7-7,JLN 5/100A",SEGAR VIEW CONDO,580000,2017,579.3958639,null
14/02/2017,85,915,Condominium/Apartment,8,"1-4-3,JLN 5/100A",SEGAR VIEW CONDO,550000,2017,601.1378994,null
13/04/2017,93,1001,Condominium/Apartment,7,"1-2-1,JLN 5/100A",SEGAR VIEW CONDO,630000,2017,629.3437832,null
4/10/2018,85,915,Condominium/Apartment,7,"1-6-9,JALAN  5/100A",SEGAR VIEW CONDO,625000,2018,683.1112493,null
12/12/2017,472,5081,Semi-Detached House,2,"3,CHANGKAT SEMANTAN 1",SEMANTAN VILLAS,4000000,2017,787.3146602,null
14/03/2018,390,4198,Semi-Detached House,2,"NO.6,CHANGKAT SEMANTAN 1",SEMANTAN VILLAS,3500000,2018,833.7460376,null
8/3/2020,341,3670,Semi-Detached House,2,"2,CHANGKAT SEMANTAN 2",SEMANTAN VILLAS,3200000,2020,871.8182279,null
13/05/2020,338,3638,Semi-Detached House,3,"12,CHANGKAT SEMANTAN 2",SEMANTAN VILLAS,3388000,2020,931.2301897,null
11/6/2017,375,4036,Semi-Detached House,2,"32,CHANGKAT SEMANTAN 2",SEMANTAN VILLAS,4000000,2017,990.966719,null
2/2/2017,1045,11248,Detached House,2,"LOT 53795 (NO. 27),JLN TMN BUKIT SEPUTIH, OFF JLN",SEPUTEH HEIGHTS,6257000,2017,556.2630467,null
20/07/2020,446,4801,Detached House,2,"79,JALAN DESA SEPUTEH 1",SEPUTEH POINT,3000000,2020,624.9089456,null
6/5/2017,497,5350,Detached House,2,"85,JLN DESA SEPUTEH 1",SEPUTEH POINT,3650000,2017,682.2865677,null
4/12/2018,427,4596,Detached House,2,"87,JLN DESA SEPUTEH 1",SEPUTEH POINT,3300000,2018,717.9867182,null
24/12/2018,627.9,6759,Condominium/Apartment,30,"A-12-3,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,8730000,2018,1291.677535,null
5/3/2017,627.9,6759,Condominium/Apartment,30,"B-05-03,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,9000000,2017,1331.626325,null
8/5/2019,432.7,4658,Condominium/Apartment,21,"A-20-02,JALAN MEDANG SERAI",SERAI BUKIT BANDARAYA,6204500,2019,1332.141136,null
5/3/2017,444.5,4785,Condominium/Apartment,21,"B-1-1,JALAN MEDANG SERAI",SERAI BUKIT BANDARAYA,6550000,2017,1368.988753,null
21/12/2018,445,4790,Condominium/Apartment,21,"B-07-01,JALAN MEDANG SERAI",SERAI BUKIT BANDARAYA,7000000,2018,1461.397549,null
21/12/2018,444.5,4785,Condominium/Apartment,21,"B-7-1,JALAN MEDANG SERAI",SERAI BUKIT BANDARAYA,7000000,2018,1463.041416,null
19/11/2018,459.391,4945,Condominium/Apartment,30,"B-12-01,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,7300000,2018,1476.286754,null
17/01/2018,463.2,4986,Condominium/Apartment,30,"A-1-1,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,7370000,2018,1478.186674,null
17/01/2018,463,4984,Condominium/Apartment,30,"A-01-01,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,7370000,2018,1478.8252,null
29/07/2019,627.9,6759,Condominium/Apartment,30,"B-3A-03,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,10100000,2019,1494.380653,null
29/07/2019,627,6749,Condominium/Apartment,30,"B-03A-03,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,10100000,2019,1496.525697,null
29/07/2019,627,6749,Condominium/Apartment,30,"B-3A-03,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,10100000,2019,1496.525697,null
18/07/2019,445,4790,Condominium/Apartment,21,"B-03-01,JALAN MEDANG SERAI",SERAI BUKIT BANDARAYA,7280000,2019,1519.853451,null
2/9/2021,627,6749,Condominium/Apartment,21,"A-13-03,JALAN MEDANG SERAI",SERAI BUKIT BANDARAYA,10300000,2021,1526.159869,null
10/7/2019,432.7,4658,Condominium/Apartment,21,"A-05-02,JALAN MEDANG SERAI",SERAI BUKIT BANDARAYA,7200000,2019,1545.880599,null
5/9/2017,365.3,3932,Condominium/Apartment,30,"B-13A-02,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,6094800,2017,1550.030102,null
2/7/2018,444.5,4785,Condominium/Apartment,30,"B-11-01,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,7541125,2018,1576.139742,null
3/12/2019,433,4661,Condominium/Apartment,30,"A-21-02,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,7450000,2019,1598.448771,null
3/12/2019,432.7,4658,Condominium/Apartment,21,"A-21-2,JALAN MEDANG SERAI",SERAI BUKIT BANDARAYA,7450000,2019,1599.557009,null
25/09/2018,627.9,6759,Condominium/Apartment,30,"A-06-03,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,11000000,2018,1627.543286,null
20/06/2018,365.3,3932,Condominium/Apartment,30,"B-12-02,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,6400000,2018,1627.648594,null
20/06/2018,365,3929,Condominium/Apartment,30,"B-12-02,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,6400000,2018,1628.986387,null
1/12/2018,627.9,6759,Condominium/Apartment,30,"A-07-03,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,11091670,2018,1641.106639,null
1/12/2018,627,6749,Condominium/Apartment,30,"B-07-3,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,11091670,2018,1643.462295,null
12/1/2017,365.3,3932,Condominium/Apartment,30,"B-09-02,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,6466000,2017,1644.43372,null
20/02/2019,365.3,3932,Condominium/Apartment,30,"B-15-02,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,6500000,2019,1653.080603,null
20/02/2019,365,3929,Condominium/Apartment,21,"B-15-02,JALAN MEDANG SERAI",SERAI BUKIT BANDARAYA,6500000,2019,1654.4393,null
13/02/2017,627.9,6759,Condominium/Apartment,30,"B-17-03,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,11200000,2017,1657.134982,null
13/02/2017,627,6749,Condominium/Apartment,21,"B-17-3,JALAN MEDANG SERAI",SERAI BUKIT BANDARAYA,11200000,2017,1659.513644,null
16/01/2018,627.9,6759,Condominium/Apartment,30,"B-13-03,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,11280000,2018,1668.97166,null
7/7/2017,365.3,3932,Condominium/Apartment,30,"B-5-2,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,6600000,2017,1678.512613,null
11/10/2020,445,4790,Condominium/Apartment,30,"B-20-01,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,8100000,2020,1691.045735,null
30/07/2020,365,3929,Condominium/Apartment,30,"B-20-02,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,6700000,2020,1705.345124,null
28/10/2020,365.3,3932,Condominium/Apartment,30,"B-16-02,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,6750000,2020,1716.660627,null
3/8/2017,627.9,6759,Condominium/Apartment,30,"A-08-03,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,12100000,2017,1790.297614,null
30/09/2019,627.9,6759,Condominium/Apartment,30,"A-5-3,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,12616000,2019,1866.64419,null
13/09/2018,365.3,3932,Condominium/Apartment,30,"B-10-2,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,7600000,2018,1932.832705,null
13/09/2018,365,3929,Condominium/Apartment,30,"B-10-2,NO.98, JLN MEDANG SERAI",SERAI BUKIT BANDARAYA,7600000,2018,1934.421335,null
12/5/2018,954,10269,Detached House,2,"2,JALAN SERENE KIARA 8",SERENE KIARA,7500000,2018,730.3705181,null
2/9/2021,374,4026,Semi-Detached House,3,"32,JLN SERENE KIARA 6",SERENE KIARA,2800000,2021,695.5314538,null
4/2/2018,332,3574,Semi-Detached House,3,"9,JALAN SERENE KIARA 2",SERENE KIARA,2800000,2018,783.5203727,null
4/2/2018,332,3574,Semi-Detached House,3,"9,JALAN SERENE KIARA 2",SERENE KIARA,2800000,2018,783.5203727,null
15/10/2020,367,3950,Semi-Detached House,3,"43,JLN SERENE KIARA  6",SERENE KIARA,3100000,2020,784.7403344,null
10/9/2019,350,3767,Semi-Detached House,3,"11,JLN SERENE KIARA  3",SERENE KIARA,2980000,2019,791.0037918,null
12/9/2019,305,3283,Semi-Detached House,3,"9,JALAN SERENE KIARA 4",SERENE KIARA,2670000,2019,813.2831372,null
12/9/2019,305,3283,Semi-Detached House,3,"9,JALAN SERENE KIARA 4",SERENE KIARA,2670000,2019,813.2831372,null
24/03/2021,329,3541,Semi-Detached House,3,"7,JLN SERENE KIARA 2 (SERENE KIARA)",SERENE KIARA,2950000,2021,833.0219855,null
8/2/2019,368,3961,Semi-Detached House,2,"65,JLN SERENE KIARA  6",SERENE KIARA,3300000,2019,833.0987193,null
31/03/2017,348,3746,Semi-Detached House,2,"2A,JLN SERENE KIARA  9",SERENE KIARA,3150000,2017,840.9335035,null
12/8/2020,347,3735,Semi-Detached House,3,"3,JLN SERENE KIARA 5 (SERENE KIARA)",SERENE KIARA,3200000,2020,856.7435611,null
7/5/2017,333,3584,Semi-Detached House,3,"NO. 29 (PLOT21),VILLA SERENE KIARA",SERENE KIARA,3250000,2017,906.7122288,null
12/6/2018,318,3423,Semi-Detached House,3,"8,JLN SERENE KIARA  (SERENE KIARA)",SERENE KIARA,3500000,2018,1022.518725,null
6/4/2018,2006,21592,Detached House,2,"NO.23,JLN SERI BERINGIN 4",SERI BERINGIN (DAMANSARA HEIGHTS),8622500,2018,399.3306269,null
18/09/2018,695,7481,Detached House,2,"JALAN BERINGIN,JALAN SERI BERINGIN",SERI BERINGIN (DAMANSARA HEIGHTS),4077145,2018,545.0065203,null
6/4/2018,1049,11291,Detached House,2,"NO.25,JLN SERI BERINGIN 4",SERI BERINGIN (DAMANSARA HEIGHTS),6877500,2018,609.0955919,null
6/11/2018,938,10097,Detached House,2,"NO.37,JLN SERI BERINGIN 4",SERI BERINGIN (DAMANSARA HEIGHTS),6195000,2018,613.5766415,null
22/11/2018,945,10172,Detached House,2,"NO.12,JLN SERI BERINGIN 4",SERI BERINGIN (DAMANSARA HEIGHTS),6247500,2018,614.1929144,null
6/11/2018,897,9655,Detached House,2,"NO.10,JLN SERI BERINGIN 4",SERI BERINGIN (DAMANSARA HEIGHTS),5985000,2018,619.8720541,null
23/04/2018,1200,12917,Detached House,2,"NO.39,JLN SERI BERINGIN 2",SERI BERINGIN (DAMANSARA HEIGHTS),8400000,2018,650.3219093,null
15/11/2019,593,6383,Detached House,3,"55160,JALAN SERI BERINGIN 1",SERI BERINGIN (DAMANSARA HEIGHTS),4300000,2019,673.6651916,null
7/5/2018,876,9429,Detached House,2,"NO.2,JLN SERI BERINGIN 4",SERI BERINGIN (DAMANSARA HEIGHTS),6457500,2018,684.8424217,null
21/06/2018,1085,11679,Detached House,2,"NO.3,JLN SERI BERINGIN 4",SERI BERINGIN (DAMANSARA HEIGHTS),8032500,2018,687.7828488,null
19/07/2018,815,8773,Detached House,2,"NO.35,JLN SERI BERINGIN 4",SERI BERINGIN (DAMANSARA HEIGHTS),6100000,2018,695.3485797,null
6/4/2018,791,8514,Detached House,2,"NO.8,JLN SERI BERINGIN 4",SERI BERINGIN (DAMANSARA HEIGHTS),5930000,2018,696.4798487,null
26/09/2018,872,9386,Detached House,2,"NO.82,JLN SERI BERINGIN 2",SERI BERINGIN (DAMANSARA HEIGHTS),6667500,2018,710.3573608,null
18/07/2018,734,7901,Detached House,2,"NO.2A,JLN SERI BERINGIN 4",SERI BERINGIN (DAMANSARA HEIGHTS),5617500,2018,711.0127142,null
31/07/2018,560,6028,Detached House,2,"NO.29,JLN SERI BERINGIN 4",SERI BERINGIN (DAMANSARA HEIGHTS),4540725,2018,753.2992224,null
6/4/2018,646,6953,Detached House,2,"NO.27,JLN SERI BERINGIN 4",SERI BERINGIN (DAMANSARA HEIGHTS),5250000,2018,755.0176966,null
8/6/2018,833,8966,Detached House,2,"NO.80,JLN SERI BERINGIN 2",SERI BERINGIN (DAMANSARA HEIGHTS),6877500,2018,767.0363457,null
6/7/2018,574,6178,Detached House,2,"NO.31,JLN SERI BERINGIN 4",SERI BERINGIN (DAMANSARA HEIGHTS),4987500,2018,807.2375617,null
26/04/2018,714,7685,Detached House,2,"NO.88,JLN SERI BERINGIN 2",SERI BERINGIN (DAMANSARA HEIGHTS),6352500,2018,826.5646117,null
6/6/2018,677,7287,Detached House,2,"NO.92,JLN SERI BERINGIN 2",SERI BERINGIN (DAMANSARA HEIGHTS),6200000,2018,850.8115294,null
7/2/2018,581,6254,Detached House,2,"NO.33,JLN SERI BERINGIN 4",SERI BERINGIN (DAMANSARA HEIGHTS),5544000,2018,886.497336,null
18/12/2018,560,6028,Detached House,2,"NO.29,JLN SERI BERINGIN 4",SERI BERINGIN (DAMANSARA HEIGHTS),5500000,2018,912.4414544,null
8/7/2020,601,6469,Detached House,3,"23,JALAN SERI BERINGIN 1",SERI BERINGIN (DAMANSARA HEIGHTS),6180000,2020,955.3100546,null
23/03/2017,567,6103,Detached House,2,"19 (PT 6618),JALAN SERI BERINGIN 1",SERI BERINGIN (DAMANSARA HEIGHTS),6000000,2017,983.1019038,null
5/9/2017,1114,11991,Semi-Detached House,2,"48,JLN SERI BERINGIN 3 (SERI BERINGIN)",SERI BERINGIN (DAMANSARA HEIGHTS),6000000,2017,500.3759241,null
28/08/2018,800,8611,Semi-Detached House,2,"NO.21,JLN SERI BERINGIN 4",SERI BERINGIN (DAMANSARA HEIGHTS),5445000,2018,632.3219279,null
22/11/2018,430,4628,Semi-Detached House,2,"NO.8&9,9 BERINGIN",SERI BERINGIN (DAMANSARA HEIGHTS),3500000,2018,756.1882667,null
18/09/2018,483,5199,Semi-Detached House,2,"NO.19,JLN SERI BERINGIN 4",SERI BERINGIN (DAMANSARA HEIGHTS),4070000,2018,782.8483203,null
14/05/2018,414,4456,Semi-Detached House,2,"NO.7,9 BERINGIN",SERI BERINGIN (DAMANSARA HEIGHTS),3550000,2018,796.6331188,null
21/11/2018,450,4844,Semi-Detached House,2,"NO.1,9 BERINGIN",SERI BERINGIN (DAMANSARA HEIGHTS),3950000,2018,815.4830292,null
16/07/2018,344,3703,Semi-Detached House,1,"NO.17,JALAN SERI BERINGIN 4",SERI BERINGIN (DAMANSARA HEIGHTS),3069000,2018,828.8363537,null
30/05/2018,340,3660,Semi-Detached House,2,"NO.15,JLN SERI BERINGIN 4",SERI BERINGIN (DAMANSARA HEIGHTS),3069000,2018,838.5873697,null
5/4/2018,430,4628,Semi-Detached House,2,"NO.8&9,9 BERINGIN",SERI BERINGIN (DAMANSARA HEIGHTS),3900000,2018,842.6097829,null
7/6/2018,339,3649,Semi-Detached House,2,"NO.2,9 BERINGIN",SERI BERINGIN (DAMANSARA HEIGHTS),3100000,2018,849.5566452,null
7/6/2018,317,3412,Semi-Detached House,2,"NO.6,9 BERINGIN",SERI BERINGIN (DAMANSARA HEIGHTS),2900000,2018,849.9024502,null
15/11/2019,372,4004,Semi-Detached House,2,"7,JLN SERI BERINGIN 2 (SERI BERINGIN)",SERI BERINGIN (DAMANSARA HEIGHTS),3500000,2019,874.0885878,null
18/11/2019,472,5081,Semi-Detached House,2,"NO.9,JLN SERI BERINGIN 4",SERI BERINGIN (DAMANSARA HEIGHTS),4700000,2019,925.0947258,null
7/1/2020,334,3595,Semi-Detached House,2,"NO.16,JALAN SERI BERINGIN 2",SERI BERINGIN (DAMANSARA HEIGHTS),3360000,2020,934.5943607,null
26/11/2018,339,3649,Semi-Detached House,2,"NO.3A,9 BERINGIN",SERI BERINGIN (DAMANSARA HEIGHTS),3500000,2018,959.1768574,null
6/11/2019,411,4424,Semi-Detached House,2,"NO.20,JALAN SERI BERINGIN 3",SERI BERINGIN (DAMANSARA HEIGHTS),4300000,2019,971.979218,null
8/1/2019,356,3832,Semi-Detached House,2,"NO.42A,JALAN SERI BERINGIN 3",SERI BERINGIN (DAMANSARA HEIGHTS),4000000,2019,1043.855392,null
14/12/2018,340,3660,Semi-Detached House,2,"NO.15,JLN SERI BERINGIN 4",SERI BERINGIN (DAMANSARA HEIGHTS),3900000,2018,1065.653549,null
18/12/2018,344,3703,Semi-Detached House,2,"NO.17,JALAN SERI BERINGIN 4",SERI BERINGIN (DAMANSARA HEIGHTS),3950000,2018,1066.76559,null
14/08/2019,334,3595,Semi-Detached House,2,"NO.42,JALAN SERI BERINGIN 3",SERI BERINGIN (DAMANSARA HEIGHTS),4000000,2019,1112.612334,null
24/10/2019,334,3595,Semi-Detached House,2,"6,JLN SERI BERINGIN 2 (SERI BERINGIN)",SERI BERINGIN (DAMANSARA HEIGHTS),4200000,2019,1168.242951,null
7/8/2020,334,3595,Semi-Detached House,2,"NO. 26,JALAN SERI BERINGIN 3",SERI BERINGIN (DAMANSARA HEIGHTS),4300000,2020,1196.058259,null
1/9/2020,340,3660,Semi-Detached House,2,"NO.15,JLN SERI BERINGIN 4",SERI BERINGIN (DAMANSARA HEIGHTS),4400000,2020,1202.275799,null
1/7/2019,121,1302,Condominium/Apartment,21,"3-16-4,JLN 4/89A",SERI MAS CONDOMINIUM,135000,2019,103.6522524,null
18/02/2019,127,1367,Condominium/Apartment,21,"3-16-10(16-10J),JLN 4/89A",SERI MAS CONDOMINIUM,200000,2019,146.3041416,null
18/10/2019,78,840,Condominium/Apartment,21,"3-7-6,JLN 4/89A",SERI MAS CONDOMINIUM,200000,2019,238.2131536,null
13/01/2021,121,1302,Condominium/Apartment,21,"0803,JLN 4/89A",SERI MAS CONDOMINIUM,320000,2021,245.6942279,null
30/10/2020,121,1302,Condominium/Apartment,21,"3-4-3,JLN 4/89A",SERI MAS CONDOMINIUM,330000,2020,253.3721725,null
26/12/2018,89,958,Condominium/Apartment,19,"1-15-1,JLN 4/89A",SERI MAS CONDOMINIUM,260000,2018,271.402402,null
14/03/2017,127,1367,Condominium/Apartment,21,"03-12-10 (12-10J),JLN 4/89A",SERI MAS CONDOMINIUM,380000,2017,277.977869,null
22/03/2019,127,1367,Condominium/Apartment,21,"3-13-1,JLN 4/89A",SERI MAS CONDOMINIUM,380000,2019,277.977869,null
1/3/2020,81,872,Condominium/Apartment,19,"5-10-5,JLN 4/89A",SERI MAS CONDOMINIUM,248000,2020,284.4441508,null
13/06/2019,85,915,Condominium/Apartment,21,"5-12-11,JLN 4/89A",SERI MAS CONDOMINIUM,262000,2019,286.3602357,null
21/06/2017,80,861,Condominium/Apartment,23,"5-13-3,JALAN 4/89B",SERI MAS CONDOMINIUM,250000,2017,290.322281,null
7/4/2019,121,1302,Condominium/Apartment,21,"3-15-7(P:15-07J),JLN 4/89A",SERI MAS CONDOMINIUM,380000,2019,291.7618956,null
2/6/2017,78,840,Condominium/Apartment,21,"3-2-5,JLN 4/89A",SERI MAS CONDOMINIUM,248000,2017,295.3843105,null
26/04/2019,85,915,Condominium/Apartment,19,"5-11-2,JLN 1/89A",SERI MAS CONDOMINIUM,274000,2019,299.4759717,null
5/5/2019,89,958,Condominium/Apartment,18,"1-4-12 (4-12A),JLN 4/89A",SERI MAS CONDOMINIUM,288000,2019,300.630353,null
16/01/2020,81,872,Condominium/Apartment,19,"5-6-5,JLN 1/89A",SERI MAS CONDOMINIUM,265000,2020,303.9423386,null
4/12/2017,131,1410,Condominium/Apartment,21,"3-10-2,JLN 4/89A",SERI MAS CONDOMINIUM,430000,2017,304.949205,null
15/08/2018,85,915,Condominium/Apartment,19,"1-8-2,JLN 4/89A",SERI MAS CONDOMINIUM,280000,2018,306.0338397,null
18/09/2020,85,915,Condominium/Apartment,19,"5-16-2(P:16-11P),JLN 4/89A",SERI MAS CONDOMINIUM,280000,2020,306.0338397,null
3/1/2017,91,980,Condominium/Apartment,24,"5-17-6,JLN 4/89A,BATU 31/2",SERI MAS CONDOMINIUM,300000,2017,306.2740546,null
25/11/2020,121,1302,Condominium/Apartment,21,"3-6-8, SERI MAS,JLN 4/89A",SERI MAS CONDOMINIUM,400000,2020,307.1177848,null
10/3/2018,80,861,Condominium/Apartment,18,"1-7-4 (7-04A),JLN 4/89A",SERI MAS CONDOMINIUM,265000,2018,307.7416178,null
29/04/2019,80,861,Condominium/Apartment,21,"5-3-3,JLN 4/89A",SERI MAS CONDOMINIUM,268000,2019,311.2254852,null
24/08/2017,80,861,Condominium/Apartment,18,"1-15-10,JLN 4/89A",SERI MAS CONDOMINIUM,270000,2017,313.5480634,null
4/6/2017,91,980,Condominium/Apartment,21,"1-2-6,JLN 4/89A",SERI MAS CONDOMINIUM,310000,2017,316.4831898,null
16/10/2018,85,915,Condominium/Apartment,17,"1-12-2 (P: 12-2A),JLN 4/89A",SERI MAS CONDOMINIUM,290000,2018,316.9636197,null
6/4/2018,88.998,958,Condominium/Apartment,23,"5-16-1,JALAN 4/89B",SERI MAS CONDOMINIUM,305000,2018,318.3830493,null
25/06/2020,80,861,Condominium/Apartment,19,"1-4-3,JLN 4/89A",SERI MAS CONDOMINIUM,275000,2020,319.3545091,null
15/01/2018,121,1302,Condominium/Apartment,20,"3-7-7,JLN 4/89A",SERI MAS CONDOMINIUM,420000,2018,322.4736741,null
3/9/2020,80,861,Condominium/Apartment,17,"5-5-4 (5-09P),JLN 4/89A",SERI MAS CONDOMINIUM,279000,2020,323.9996655,null
3/9/2018,80,861,Condominium/Apartment,19,"5-15-3, SERI MAS,JLN 4/89A",SERI MAS CONDOMINIUM,280000,2018,325.1609547,null
19/03/2021,91,980,Condominium/Apartment,17,"5-10-7 SERI MAS,JLN 4/89A",SERI MAS CONDOMINIUM,320000,2021,326.6923249,null
3/11/2020,85,915,Condominium/Apartment,19,"5-10-11, SERI MAS,JLN 4/89A",SERI MAS CONDOMINIUM,300000,2020,327.8933997,null
15/11/2018,127,1367,Condominium/Apartment,21,"3-9-1, SERI MAS,JLN 4/89A",SERI MAS CONDOMINIUM,450000,2018,329.1843186,null
15/02/2019,80,861,Condominium/Apartment,17,"5-6-9(P-6-4),JLN 4/89A",SERI MAS CONDOMINIUM,290000,2019,336.7738459,null
18/10/2019,91,980,Condominium/Apartment,19,"5-15-7, SERI MAS,JLN 4/89A",SERI MAS CONDOMINIUM,330000,2019,336.9014601,null
15/11/2017,91,980,Condominium/Apartment,19,"1-16-01,JLN 4/89A",SERI MAS CONDOMINIUM,330000,2017,336.9014601,null
1/4/2017,91,980,Condominium/Apartment,17,"1-14-6,JLN 4/89A",SERI MAS CONDOMINIUM,330000,2017,336.9014601,null
1/11/2017,81,872,Condominium/Apartment,19,"1-11-05, SERI MAS,JLN 4/89A",SERI MAS CONDOMINIUM,295000,2017,338.3509052,null
